spread,sensitivity,final_pnl,final_inventory,std_inventory,sharpe
0.01,0.001,23.42016079768715,-9,7.5779047658729946,0.02276606141384754
0.01,0.0064444444444444445,26.158172687337622,-15,4.909837727105296,0.053475119135721734
0.01,0.01188888888888889,9.996125581008497,-8,2.862751534161906,0.029821966683211115
0.01,0.017333333333333333,7.40449851580977,-6,0.35462199136088096,0.04845490252319044
0.01,0.02277777777777778,2.278521699696492,-5,1.784650099032294,0.01004249692728802
0.01,0.028222222222222225,4.051487200743708,-4,0.15467360448351852,0.05482274853021304
0.01,0.033666666666666664,3.2405191827733804,-3,0.27266342869065757,0.037965968342188156
0.01,0.03911111111111111,3.4819916825140558,-3,1.4924622083803138,0.005774272188193765
0.01,0.04455555555555556,2.8223308359464214,-3,0.3468130321647087,0.04998988284831784
0.01,0.05,-1117.3394022621428,32,9.538927724966896,-1.1750171771591236
0.03111111111111111,0.001,3.5481453681619968,-4,10.683824366915768,0.0065742132539858295
0.03111111111111111,0.0064444444444444445,12.876273724835826,-14,3.421101421316669,0.06978672261795171
0.03111111111111111,0.01188888888888889,-317.0280635140781,41,15.589529095435097,-0.22056147944521654
0.03111111111111111,0.017333333333333333,-175.37165406242107,6,8.396872242892794,-0.14599198219049592
0.03111111111111111,0.02277777777777778,4.09024636028826,-4,0.33365750003158523,0.07085811513113523
0.03111111111111111,0.028222222222222225,3.5919443235518935,-3,0.7933501146432164,0.024839555135343125
0.03111111111111111,0.033666666666666664,3.315775572791332,-3,0.2484707985613959,0.06327896547285901
0.03111111111111111,0.03911111111111111,-24.99240020938539,-3,4.160539037803286,-0.06416210815231642
0.03111111111111111,0.04455555555555556,2.0155737350865435,-2,0.17857180037141338,0.05483713056154331
0.03111111111111111,0.05,-115.94414822145656,-2,5.360417714887346,-0.18155229924184949
0.052222222222222225,0.001,20.30149529799033,-16,10.917030069828769,0.046076810401623106
0.052222222222222225,0.0064444444444444445,13.8965014225253,1,6.54163526895164,0.03197920990022019
0.052222222222222225,0.01188888888888889,-71.8456436352568,15,6.420174658266132,-0.06292034202969574
0.052222222222222225,0.017333333333333333,6.894445327077781,-5,2.0259932499020445,0.024223186598923783
0.052222222222222225,0.02277777777777778,3.6271666752519476,-4,1.908451253290528,0.012530415106189175
0.052222222222222225,0.028222222222222225,3.1549556801022085,-3,0.11822849900924048,0.05484311916336741
0.052222222222222225,0.033666666666666664,3.153727658244411,-3,1.2118451091490896,0.021545478616850747
0.052222222222222225,0.03911111111111111,2.6044673116620003,-2,0.5557273007805474,0.019010597168946482
0.052222222222222225,0.04455555555555556,-15.234422406123283,-2,2.2796551993290186,-0.0455075285078307
0.052222222222222225,0.05,-370.97783244085264,-2,9.097294145006018,-0.47098433163091136
0.07333333333333333,0.001,20.576700544571285,-2,5.009479602302608,0.021667589777934815
0.07333333333333333,0.0064444444444444445,11.422255047932723,-10,2.1666791406432324,0.04520648746835584
0.07333333333333333,0.01188888888888889,-168.27872786922475,21,11.081738533683644,-0.17504809166145524
0.07333333333333333,0.017333333333333333,4.596882758708073,-4,0.2853163251645538,0.06173439789014503
0.07333333333333333,0.02277777777777778,-639.0799452117188,58,19.50904474408798,-0.7018481229106595
0.07333333333333333,0.028222222222222225,3.5167607799581813,-3,0.2519672349482915,0.027053892963884156
0.07333333333333333,0.033666666666666664,-0.41846491177633205,-2,1.1436865912561098,0.003632783709346712
0.07333333333333333,0.03911111111111111,2.454086961689281,-2,0.12204054200917783,0.019993251252471946
0.07333333333333333,0.04455555555555556,1.994548636783604,-2,0.37419784075275475,0.008962401008447652
0.07333333333333333,0.05,2.222700277463712,-2,0.15146597618588126,0.054773590241542255
0.09444444444444444,0.001,37.73774926362159,3,11.287275960062225,0.0451494198461452
0.09444444444444444,0.0064444444444444445,-27.459855040937782,19,7.517507094304129,-0.024114763460917808
0.09444444444444444,0.01188888888888889,5.218377247097539,-5,0.334494972887317,0.04889689069109088
0.09444444444444444,0.017333333333333333,-342.8727972663241,51,14.533528802718886,-0.5820818557824161
0.09444444444444444,0.02277777777777778,3.208028943766724,-3,0.11822849900924048,0.054805485568746724
0.09444444444444444,0.028222222222222225,2.2760759838105296,-2,0.07739502561528093,0.02138099065788231
0.09444444444444444,0.033666666666666664,2.2035665595409473,-2,0.09478388040159562,0.04473980791131983
0.09444444444444444,0.03911111111111111,0.5966271663293923,-2,1.1811736414139842,-0.002553068024349622
0.09444444444444444,0.04455555555555556,-0.217496354929538,-2,1.0446829003876545,-0.0011948673883482076
0.09444444444444444,0.05,-1057.0692158034697,37,15.442321110548157,-0.8746184169410162
0.11555555555555555,0.001,25.061843413494397,-16,5.4056301054397755,0.03494474872927535
0.11555555555555555,0.0064444444444444445,8.049822909903385,-7,0.916820352937019,0.06258749895623195
0.11555555555555555,0.01188888888888889,-0.37138158748238836,-4,4.30400097867373,-0.0011058278512490589
0.11555555555555555,0.017333333333333333,-2.0628228493623766,-3,2.6011299231058946,-0.009682421374348266
0.11555555555555555,0.02277777777777778,2.4131202445954925,-2,0.5080966071153812,0.029697671130735077
0.11555555555555555,0.028222222222222225,2.1910277444456274,-2,0.22065286693738578,0.027958838865562264
0.11555555555555555,0.033666666666666664,2.177575077771211,-2,0.0316227766016838,0.03163859985841664
0.11555555555555555,0.03911111111111111,-3.096053007402204,-2,1.3742662069655964,-0.012817644168986982
0.11555555555555555,0.04455555555555556,1.0584147595630728,-1,0.0,0.0
0.11555555555555555,0.05,1.0198640183073615,-1,0.15098939630913752,0.01274017605479449
0.1366666666666667,0.001,45.06466632011529,-32,12.664612446040676,0.09171829243149843
0.1366666666666667,0.0064444444444444445,-53.10646814173538,15,8.91481873023748,-0.042205471807738225
0.1366666666666667,0.01188888888888889,3.607223371590888,-3,0.18316536121644167,0.02726402510239683
0.1366666666666667,0.017333333333333333,2.6415256894119645,-2,0.17785283700754292,0.02918522904067944
0.1366666666666667,0.02277777777777778,2.151653941285366,-2,0.1338578272568247,0.04476146885940348
0.1366666666666667,0.028222222222222225,2.309522888587935,-2,0.43195553658401625,0.022760397830001833
0.1366666666666667,0.033666666666666664,1.0686781202964724,-1,0.0,0.0
0.1366666666666667,0.03911111111111111,1.0683908689802684,-1,0.0,0.0
0.1366666666666667,0.04455555555555556,1.2456112282559415,-1,0.07068235986436783,0.04475654100194112
0.1366666666666667,0.05,0.7484388580286738,-1,0.5934030056606784,0.013690575796509076
0.1577777777777778,0.001,8.26615860190877,50,16.30662595542223,0.012529904430813869
0.1577777777777778,0.0064444444444444445,5.374321135396804,-4,0.43963311667488975,0.04069867238084368
0.1577777777777778,0.01188888888888889,2.3328153366873714,-2,0.13369320803194856,0.03478396216006924
0.1577777777777778,0.017333333333333333,2.4000348114556624,-2,0.22743730504850734,0.04036552710577825
0.1577777777777778,0.02277777777777778,1.4379320450007467,-1,0.4266920037521984,0.020871437653626465
0.1577777777777778,0.028222222222222225,-0.3208279956136866,-1,1.431581442121064,0.0027532871585410636
0.1577777777777778,0.033666666666666664,1.0784214193030224,-1,0.0,0.0
0.1577777777777778,0.03911111111111111,1.1217873266656038,-1,0.0316227766016838,0.03163859985841665
0.1577777777777778,0.04455555555555556,1.1583368672108751,-1,0.11810990623123002,0.04476605313216958
0.1577777777777778,0.05,-30.434955205853075,-1,3.3976020514032688,-0.0366291471810655
0.1788888888888889,0.001,52.985966601784995,5,5.317718884459213,0.0419932602537005
0.1788888888888889,0.0064444444444444445,3.853340024948092,-2,0.28501268784429973,0.03401517107871012
0.1788888888888889,0.01188888888888889,1.9052845055725744,-1,0.15133374343450937,0.033024632763125616
0.1788888888888889,0.017333333333333333,1.345069091430367,-1,0.31176465033290285,0.013577520292252131
0.1788888888888889,0.02277777777777778,2.5409703029946806,-1,0.9506985998873815,0.010369419883941838
0.1788888888888889,0.028222222222222225,-4.6195423354575755,-1,3.172012241726325,-0.012082166946792143
0.1788888888888889,0.033666666666666664,-45.01494551913833,-1,4.580237829914356,-0.1614502115040381
0.1788888888888889,0.03911111111111111,1.2490559047036711,-1,0.15453116151728072,0.017228178694865464
0.1788888888888889,0.04455555555555556,1.309995799096145,-1,0.25916629249801587,0.025720703654012793
0.1788888888888889,0.05,1.1106798868059002,-1,0.0316227766016838,0.03163859985841662
0.2,0.001,1.6830647374056615,-1,0.36880892074354715,0.029708223819380104
0.2,0.0064444444444444445,1.349539721454157,-1,0.13399236528233227,0.034945471792397625
0.2,0.01188888888888889,2.418743637045016,-1,0.2948405177904335,0.02646006162794078
0.2,0.017333333333333333,1.0994178061375006,-1,0.0,0.0
0.2,0.02277777777777778,1.1350759737681702,-1,0.0316227766016838,0.03163859985841663
0.2,0.028222222222222225,1.1170703374296822,-1,0.0316227766016838,0.03163859985841664
0.2,0.033666666666666664,1.0538102488216354,-1,0.0316227766016838,0.031638599858416605
0.2,0.03911111111111111,-319.8726903877101,17,5.392316113978581,-0.304086591469994
0.2,0.04455555555555556,0.6356846830721787,-1,0.7709950930021757,0.011850820076250873
0.2,0.05,1.1002246494002363,-1,0.0,0.0
